"`config_data.json` 加默认值："|[68, 3161, 67, 3076, 18, 3314, 68, 4, 699, 6223, 2742]
"验证改动："|[3211, 3488, 2742]
"改动正确。总结：\n\n- **`templates/report.html`**：两个 `section-sub` 各加了 `<input>`，editor/admin 可编辑，viewer 只读；CSS 加了 `.section-sub input[type=\"text\"]` 样式复用 `section-title` 的设计\n- **`config_data.json`**：`report_notes` 新增 `section-summary-nature` 和 `section-summary-subject` 两个 key（默认空值）\n- **后端无需改动**，`/api/report/notes` 已是通用 key-value 存取"|[3488, 4095, 403, 4807, 2742, 2, 2, 17, 4, 3606, 4319, 19, 3613, 18, 3830, 8407, 4420, 4, 68, 3667, 17, 3421, 68, 4, 790, 12153, 4, 4571, 4199, 18763, 8894, 19, 4031, 4, 21751, 2740, 15011, 4, 5086, 2743, 7351, 4, 12153, 4, 3278, 3667, 17, 3421, 4, 4199, 63, 3433, 3414, 3263, 6865, 4, 9459, 4129, 4, 68, 3667, 17, 5458, 68, 4, 9413, 2, 17, 4, 3606, 3161, 67, 3076, 18, 3314, 19565, 3613, 67, 4984, 68, 4, 3348, 4, 68, 3667, 17, 3750, 17, 10394, 68, 4, 824, 4, 68, 3667, 17, 3750, 17, 7368, 68, 4, 4420, 4, 3310, 2737, 3602, 22747, 2738, 2, 17, 4, 2940, 4355, 16145, 3952, 3087, 3181, 19, 3613, 19, 4984, 68, 4, 10165, 5540, 4, 3310, 17, 3795, 4, 994, 769]
"加载失败，请刷新页面重试\n\n错误: Unexpected token '<', \""|[25646, 2740, 2338, 17522, 5225, 2, 2, 3776, 30, 4, 29331, 4, 3203, 4, 16623, 3385, 4, 6]
"API 返回了 HTML 而非 JSON，说明 session 过期或路由冲突。让我排查。"|[3319, 4, 16298, 4, 4683, 4, 5311, 4, 3698, 2740, 3930, 4, 3177, 4, 7505, 1260, 4271, 5583, 403, 3360, 10344, 403]
"让我看看 report.html 的 JS 初始化部分，找到报错来源："|[8514, 4, 3613, 18, 3830, 4, 1890, 4, 3605, 4, 7224, 4291, 2740, 5692, 6843, 4729, 2742]
"这个错误 `Unexpected token '<'` 通常是 fetch 收到 HTML（如登录页重定向）而非 JSON。让我排查具体原因。"|[3929, 3776, 4, 68, 29331, 4, 3203, 4, 16623, 5404, 4, 29484, 4, 4161, 4, 6294, 4, 4683, 2737, 970, 26517, 14068, 2738, 5311, 4, 3698, 403, 3360, 10344, 4734, 4769, 403]
"找到问题了！`config_data.json` 有 JSON 语法错误，导致后端启动失败/接口返回 HTML。"|[22127, 18368, 3161, 67, 3076, 18, 3314, 68, 4, 1505, 4, 3698, 4, 24050, 2740, 5269, 4355, 22828, 19, 4612, 3570, 4, 4683, 403]
"问题找到了！第 45 行的 `\"已问询\"` 用了 ASCII 双引号，破坏了 JSON 结构。这是之前已存在的问题，不是我的改动导致的。但我的改动时 `saveReportNote` 被调用时会写入这个破损的 JSON，导致后续 API 全部失败。\n\n让我检查 app.py 中 config 的加载方式："|[21810, 2736, 2018, 4, 3903, 4, 11623, 4, 4121, 1100, 2581, 2331, 3717, 4, 7482, 4, 10389, 4, 766, 13067, 2740, 30647, 4, 3698, 4, 3766, 403, 4450, 3933, 6773, 5995, 2740, 3822, 21853, 19485, 403, 538, 21853, 1467, 4, 68, 4497, 25685, 68, 4, 10668, 18801, 4286, 3929, 1943, 1362, 1890, 4, 3698, 2740, 5269, 4825, 4, 3319, 4, 25615, 403, 2, 2, 6505, 4, 3136, 18, 2963, 4, 450, 4, 3161, 4, 1890, 4262, 4610, 2742]
"确实是 ASCII 双引号 `0x22` 在 JSON 字符串内部，破坏了 JSON 结构。这是之前已有的问题。让我修复它："|[24360, 4, 10389, 4, 766, 13067, 4, 68, 20, 92, 3397, 68, 4, 889, 4, 3698, 4, 5652, 4361, 2740, 30647, 4, 3698, 4, 3766, 403, 4450, 3933, 4231, 5995, 403, 12441, 1002, 2742]
"私有区字符： 与普通文本混排"|[11319, 724, 4688, 2742, 4, 437, 9514, 5571, 1718, 1370]
"补充平面生僻字：𪚥𫜴𠔥 三字叠加"|[6363, 1120, 2644, 1855, 592, 993, 2742, 4, 433, 993, 8282]
"极端生僻：􏿿 与 􏿾 非字符结尾"|[8846, 1855, 592, 2742, 4, 437, 4, 4, 2642, 4688, 20531]
"标签字符：󠄀󠄁 变异选择符序列"|[5626, 4688, 2742, 4, 30949, 4593, 2016, 5665]
